,index,Index,HT,Score,AT,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls,DifferenceGoals,home_win,away_win,points_result_home,points_result_away,home_avrg_Home_Poss,last_3_home_avrg_Home_Poss,home_avrg_Home_PA,last_3_home_avrg_Home_PA,home_avrg_Home_ShoT,last_3_home_avrg_Home_ShoT,home_avrg_Home_Saves,last_3_home_avrg_Home_Saves,home_avrg_HomeFouls,last_3_home_avrg_HomeFouls,home_avrg_HomeCorners,last_3_home_avrg_HomeCorners,home_avrg_HomeCrosses,last_3_home_avrg_HomeCrosses,home_avrg_HomeTouches,last_3_home_avrg_HomeTouches,home_avrg_HomeTackles,last_3_home_avrg_HomeTackles,home_avrg_HomeInterceptions,last_3_home_avrg_HomeInterceptions,home_avrg_HomeAerials,last_3_home_avrg_HomeAerials,home_avrg_HomeClearances,last_3_home_avrg_HomeClearances,home_avrg_HomeOffsides,last_3_home_avrg_HomeOffsides,home_avrg_HomeGoalKicks,last_3_home_avrg_HomeGoalKicks,home_avrg_HomeThrowIns,last_3_home_avrg_HomeThrowIns,home_avrg_HomeLongBalls,last_3_home_avrg_HomeLongBalls,away_avrg_Away_Poss,last_3_away_avrg_Away_Poss,away_avrg_Away_PA,last_3_away_avrg_Away_PA,away_avrg_Away_ShoT,last_3_away_avrg_Away_ShoT,away_avrg_Away_Saves,last_3_away_avrg_Away_Saves,away_avrg_AwayFouls,last_3_away_avrg_AwayFouls,away_avrg_AwayCorners,last_3_away_avrg_AwayCorners,away_avrg_AwayCrosses,last_3_away_avrg_AwayCrosses,away_avrg_AwayTouches,last_3_away_avrg_AwayTouches,away_avrg_AwayTackles,last_3_away_avrg_AwayTackles,away_avrg_AwayInterceptions,last_3_away_avrg_AwayInterceptions,away_avrg_AwayAerials,last_3_away_avrg_AwayAerials,away_avrg_AwayClearances,last_3_away_avrg_AwayClearances,away_avrg_AwayOffsides,last_3_away_avrg_AwayOffsides,away_avrg_AwayGoalKicks,last_3_away_avrg_AwayGoalKicks,away_avrg_AwayThrowIns,last_3_away_avrg_AwayThrowIns,away_avrg_AwayLongBalls,last_3_away_avrg_AwayLongBalls,home_pnts_lst_5,away_pnts_lst_5,home_pnts_lst_3,away_pnts_lst_3,home_pnts_lst_game,away_pnts_lst_game,result,number_of_goals,number_of_corners
687,720,720,Vitória,1–2,Atl Paranaense,Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/28edbf9d/Vitoria-Atletico-Paranaense-November-17-2018-Serie-A"">Match Report",0.52,0.48,0.87,0.85,0.18,0.35,0.83,0.5,15.0,3.0,27.0,592.0,10.0,7.0,8.0,11.0,0.0,8.0,10.0,41.0,23.0,4.0,11.0,585.0,8.0,8.0,6.0,19.0,4.0,9.0,23.0,55.0,-1,0,1,0,3,0.5030555555555556,0.5166666666666667,0.7925,0.8066666666666666,0.29527777777777775,0.3433333333333333,0.6461111111111111,0.36000000000000004,17.055555555555557,14.666666666666666,5.638888888888889,4.333333333333333,24.666666666666668,22.333333333333332,599.0277777777778,605.6666666666666,14.5,15.333333333333334,15.5,13.666666666666666,16.88888888888889,14.0,21.083333333333332,23.333333333333332,1.5833333333333333,1.3333333333333333,6.611111111111111,7.666666666666667,22.083333333333332,23.666666666666668,56.833333333333336,51.666666666666664,0.5033333333333334,0.53,0.8147222222222222,0.8233333333333333,0.3322222222222222,0.27666666666666667,0.7916666666666667,0.7566666666666667,14.694444444444445,14.666666666666666,4.638888888888889,6.333333333333333,16.833333333333332,19.666666666666668,640.3055555555555,645.0,13.36111111111111,10.333333333333334,12.194444444444445,12.333333333333334,15.63888888888889,15.666666666666666,27.97222222222222,28.0,1.6944444444444444,2.3333333333333335,9.555555555555555,8.666666666666666,21.805555555555557,22.666666666666668,57.916666666666664,59.666666666666664,2.0,2.0,2.0,2.0,1.0,1.0,0,3,7.0
688,721,721,Corinthians,1–0,Vasco da Gama,Wilton Sampaio,1,0,"https://fbref.com/en/matches/95b8e0cf/Corinthians-Vasco-da-Gama-November-17-2018-Serie-A"">Match Report",0.44,0.56,0.72,0.75,0.17,0.19,1.0,0.5,22.0,5.0,16.0,536.0,9.0,14.0,33.0,23.0,3.0,7.0,24.0,65.0,14.0,9.0,20.0,612.0,16.0,9.0,33.0,20.0,1.0,12.0,23.0,72.0,1,1,0,3,0,0.5636363636363636,0.5166666666666667,0.8424242424242425,0.8033333333333333,0.3506060606060606,0.27,0.7190909090909091,0.5233333333333333,12.272727272727273,10.0,5.666666666666667,5.333333333333333,20.757575757575758,22.0,706.5151515151515,622.6666666666666,14.93939393939394,12.0,14.606060606060606,15.333333333333334,15.666666666666666,13.0,21.272727272727273,21.666666666666668,1.4848484848484849,1.3333333333333333,9.484848484848484,11.666666666666666,23.393939393939394,25.0,50.90909090909091,63.666666666666664,0.459375,0.38333333333333336,0.7840625,0.75,0.34375,0.32666666666666666,0.6312500000000001,0.6066666666666666,14.84375,15.666666666666666,4.28125,2.6666666666666665,16.15625,13.0,571.1875,496.6666666666667,16.46875,18.0,13.6875,12.333333333333334,14.71875,13.666666666666666,26.03125,20.666666666666668,1.15625,0.6666666666666666,10.40625,13.666666666666666,19.78125,17.333333333333332,56.875,58.666666666666664,8.0,5.0,4.0,3.0,1.0,0.0,1,1,14.0
689,722,722,Atlético Mineiro,1–0,Bahia,Marcelo Aparecido Ribeiro De Souza,1,0,"https://fbref.com/en/matches/11419311/Atletico-Mineiro-Bahia-November-17-2018-Serie-A"">Match Report",0.5,0.5,0.75,0.79,0.33,0.25,1.0,0.75,16.0,10.0,18.0,569.0,24.0,10.0,19.0,17.0,3.0,8.0,23.0,65.0,24.0,4.0,14.0,581.0,14.0,12.0,14.0,20.0,2.0,9.0,33.0,51.0,1,1,0,3,0,0.5886111111111112,0.5666666666666667,0.835,0.8333333333333334,0.3472222222222221,0.25333333333333335,0.6783333333333333,0.8366666666666668,16.694444444444443,16.666666666666668,7.333333333333333,10.0,26.583333333333332,25.666666666666668,695.0277777777778,663.6666666666666,17.75,13.0,13.5,12.333333333333334,14.805555555555555,15.666666666666666,17.13888888888889,23.333333333333332,1.8333333333333333,0.3333333333333333,7.333333333333333,8.0,24.47222222222222,24.666666666666668,53.05555555555556,43.666666666666664,0.4514285714285714,0.43333333333333335,0.7720000000000001,0.7200000000000001,0.3194285714285714,0.19333333333333336,0.6722857142857143,0.6633333333333334,17.571428571428573,20.333333333333332,4.885714285714286,4.0,17.114285714285714,12.666666666666666,567.3142857142857,495.6666666666667,17.685714285714287,15.333333333333334,13.371428571428572,9.333333333333334,16.82857142857143,23.666666666666668,28.057142857142857,24.333333333333332,1.2285714285714286,1.0,9.057142857142857,8.333333333333334,21.542857142857144,23.0,55.97142857142857,60.333333333333336,8.0,5.0,2.0,4.0,1.0,1.0,1,1,14.0
690,723,723,Sport Recife,0–1,Flamengo,Raphael Claus,0,1,"https://fbref.com/en/matches/5870ae36/Sport-Recife-Flamengo-November-18-2018-Serie-A"">Match Report",0.58,0.42,0.82,0.7,0.15,0.38,0.8,1.0,9.0,6.0,32.0,670.0,20.0,19.0,20.0,13.0,3.0,9.0,20.0,64.0,13.0,8.0,20.0,522.0,24.0,5.0,17.0,22.0,0.0,15.0,29.0,47.0,-1,0,1,0,3,0.53,0.5166666666666667,0.7941666666666667,0.7733333333333334,0.3388888888888889,0.36000000000000004,0.7116666666666667,0.8866666666666667,15.75,16.666666666666668,7.027777777777778,5.333333333333333,28.916666666666668,15.333333333333334,626.3055555555555,591.6666666666666,16.97222222222222,13.666666666666666,15.38888888888889,10.0,18.52777777777778,16.333333333333332,17.97222222222222,12.333333333333334,1.5,1.3333333333333333,6.861111111111111,7.333333333333333,23.22222222222222,19.0,48.44444444444444,62.333333333333336,0.5685714285714285,0.6533333333333333,0.8414285714285714,0.8333333333333334,0.34885714285714287,0.42,0.6242857142857143,0.61,14.857142857142858,14.0,5.6571428571428575,3.6666666666666665,22.97142857142857,25.666666666666668,673.7428571428571,752.6666666666666,17.485714285714284,18.0,12.685714285714285,8.0,14.914285714285715,18.666666666666668,21.257142857142856,15.333333333333334,1.6571428571428573,1.3333333333333333,7.942857142857143,5.666666666666667,22.714285714285715,23.666666666666668,48.74285714285714,45.0,10.0,8.0,7.0,4.0,1.0,0.0,0,1,14.0
691,724,724,América (MG),2–1,Santos,Dewson Fernando Freitas da Silva,2,1,"https://fbref.com/en/matches/294a509b/America-MG-Santos-November-18-2018-Serie-A"">Match Report",0.49,0.52,0.81,0.83,0.44,0.38,0.66,0.71,20.0,4.0,21.0,586.0,11.0,11.0,17.0,18.0,1.0,8.0,18.0,66.0,14.0,6.0,19.0,624.0,13.0,16.0,18.0,20.0,2.0,6.0,19.0,52.0,1,1,0,3,0,0.481875,0.57,0.813125,0.8266666666666667,0.301875,0.2233333333333333,0.721875,0.5266666666666667,14.1875,15.0,5.625,8.666666666666666,19.125,26.333333333333332,628.0625,674.6666666666666,14.875,15.0,14.875,11.333333333333334,16.6875,13.333333333333334,17.9375,9.0,1.625,3.0,9.3125,10.0,21.9375,26.333333333333332,54.3125,47.666666666666664,0.506969696969697,0.52,0.8190909090909091,0.8133333333333335,0.36272727272727273,0.5233333333333333,0.7400000000000001,0.6033333333333334,15.545454545454545,18.666666666666668,4.878787878787879,4.666666666666667,17.21212121212121,14.666666666666666,629.060606060606,598.3333333333334,15.090909090909092,12.666666666666666,11.909090909090908,14.666666666666666,16.424242424242426,17.0,29.757575757575758,18.333333333333332,1.8181818181818181,0.6666666666666666,10.151515151515152,8.666666666666666,22.060606060606062,20.333333333333332,50.484848484848484,49.0,5.0,4.0,1.0,1.0,0.0,0.0,1,3,10.0
692,725,725,Paraná,1–1,Palmeiras,Bruno Arleu de Araujo,1,1,"https://fbref.com/en/matches/bdea94be/Parana-Palmeiras-November-18-2018-Serie-A"">Match Report",0.35,0.65,0.64,0.8,0.33,0.32,0.85,0.66,22.0,4.0,10.0,468.0,13.0,19.0,16.0,43.0,0.0,9.0,27.0,61.0,8.0,11.0,27.0,720.0,18.0,11.0,21.0,21.0,5.0,9.0,36.0,66.0,0,0,0,1,1,0.4375,0.33666666666666667,0.7637499999999999,0.7133333333333334,0.255625,0.22999999999999998,0.610625,0.5599999999999999,16.5,18.333333333333332,5.5,2.0,19.625,12.0,561.5,474.3333333333333,18.3125,23.0,16.9375,15.333333333333334,17.0,16.0,18.8125,26.0,1.375,0.3333333333333333,8.4375,10.666666666666666,24.6875,21.0,54.6875,53.333333333333336,0.5086111111111111,0.3833333333333333,0.7822222222222224,0.6733333333333333,0.3658333333333334,0.4366666666666667,0.6852777777777779,0.8733333333333334,17.22222222222222,16.0,4.5,3.3333333333333335,16.11111111111111,9.333333333333334,617.8333333333334,472.0,18.02777777777778,18.0,13.63888888888889,11.333333333333334,16.22222222222222,18.333333333333332,24.416666666666668,29.333333333333332,1.3611111111111112,3.0,7.555555555555555,11.666666666666666,22.694444444444443,21.0,56.611111111111114,65.66666666666667,2.0,9.0,1.0,5.0,0.0,1.0,2,2,15.0
693,726,726,Botafogo (RJ),1–0,Internacional,Rafael Traci,1,0,"https://fbref.com/en/matches/a11ef154/Botafogo-RJ-Internacional-November-18-2018-Serie-A"">Match Report",0.4,0.6,0.75,0.83,0.33,0.2,1.0,0.75,13.0,1.0,7.0,509.0,15.0,12.0,31.0,37.0,1.0,8.0,16.0,67.0,18.0,9.0,36.0,647.0,12.0,9.0,31.0,18.0,3.0,8.0,27.0,56.0,1,1,0,3,0,0.4814285714285714,0.4633333333333334,0.793142857142857,0.7566666666666667,0.3717142857142857,0.3433333333333333,0.6645714285714285,0.75,15.0,21.666666666666668,5.3428571428571425,5.666666666666667,23.771428571428572,18.333333333333332,599.4,534.0,15.8,11.666666666666666,15.885714285714286,14.666666666666666,19.4,27.0,23.857142857142858,29.333333333333332,1.4857142857142858,1.3333333333333333,7.514285714285714,9.333333333333334,20.314285714285713,20.666666666666668,56.82857142857143,65.33333333333333,0.48352941176470593,0.5633333333333334,0.8005882352941176,0.8333333333333334,0.3635294117647059,0.47333333333333333,0.7352941176470589,0.66,14.764705882352942,14.666666666666666,4.764705882352941,4.333333333333333,18.294117647058822,16.666666666666668,607.1764705882352,656.3333333333334,19.176470588235293,20.0,15.352941176470589,9.333333333333334,18.88235294117647,20.666666666666668,26.470588235294116,27.333333333333332,1.1176470588235294,1.0,10.176470588235293,9.0,20.941176470588236,20.0,57.23529411764706,55.333333333333336,8.0,3.0,6.0,2.0,3.0,1.0,1,1,10.0
694,728,728,Grêmio,2–0,Chapecoense,Leandro Bizzio Marinho,2,0,"https://fbref.com/en/matches/249fd0f1/Gremio-Chapecoense-November-18-2018-Serie-A"">Match Report",0.65,0.35,0.89,0.75,0.69,0.3,1.0,0.81,12.0,4.0,15.0,723.0,10.0,17.0,17.0,12.0,3.0,10.0,17.0,62.0,21.0,2.0,15.0,444.0,21.0,16.0,17.0,14.0,0.0,7.0,14.0,44.0,2,1,0,3,0,0.6012121212121213,0.7133333333333334,0.8627272727272727,0.87,0.3778787878787879,0.25,0.7354545454545456,0.3666666666666667,14.0,11.666666666666666,6.393939393939394,8.666666666666666,20.242424242424242,32.666666666666664,770.030303030303,826.6666666666666,16.363636363636363,16.0,14.424242424242424,10.0,13.727272727272727,19.666666666666668,15.06060606060606,13.666666666666666,2.0303030303030303,2.0,5.787878787878788,6.333333333333333,18.636363636363637,24.666666666666668,51.54545454545455,41.0,0.43457142857142855,0.41,0.76,0.7133333333333333,0.32171428571428573,0.27,0.5999999999999999,0.7433333333333333,18.6,20.333333333333332,5.142857142857143,3.6666666666666665,18.314285714285713,17.333333333333332,544.8571428571429,530.3333333333334,16.057142857142857,21.0,15.285714285714286,13.0,15.314285714285715,18.333333333333332,24.714285714285715,23.666666666666668,1.4,3.3333333333333335,8.857142857142858,12.666666666666666,21.97142857142857,23.0,56.91428571428571,62.666666666666664,10.0,3.0,4.0,3.0,3.0,3.0,1,2,6.0
695,729,729,Fluminense,0–0,Ceará,Anderson Daronco,0,0,"https://fbref.com/en/matches/910c2632/Fluminense-Ceara-November-19-2018-Serie-A"">Match Report",0.58,0.42,0.8,0.69,0.15,0.17,1.0,1.0,16.0,2.0,13.0,638.0,18.0,13.0,35.0,18.0,5.0,11.0,22.0,49.0,24.0,4.0,19.0,488.0,19.0,9.0,36.0,26.0,1.0,9.0,27.0,62.0,0,0,0,1,1,0.5121212121212122,0.5666666666666668,0.8224242424242424,0.8466666666666667,0.34363636363636363,0.27666666666666667,0.6954545454545455,0.85,15.454545454545455,12.666666666666666,5.636363636363637,6.666666666666667,21.515151515151516,20.0,621.4848484848485,708.3333333333334,15.696969696969697,14.333333333333334,13.727272727272727,12.0,15.242424242424242,14.666666666666666,22.272727272727273,14.666666666666666,1.7272727272727273,1.0,7.303030303030303,5.333333333333333,20.21212121212121,19.0,52.39393939393939,54.666666666666664,0.431875,0.4166666666666667,0.8,0.7866666666666667,0.35125,0.33666666666666667,0.7137500000000001,0.8033333333333333,15.1875,16.333333333333332,3.0625,1.3333333333333333,13.4375,10.666666666666666,567.9375,562.6666666666666,16.1875,18.0,11.375,11.333333333333334,16.75,16.666666666666668,34.4375,36.0,1.625,1.0,12.1875,10.0,18.5625,18.0,58.875,70.0,7.0,3.0,3.0,3.0,0.0,0.0,2,0,6.0
696,730,730,Internacional,1–2,Atlético Mineiro,Raphael Claus,1,2,"https://fbref.com/en/matches/984a17c6/Internacional-Atletico-Mineiro-November-21-2018-Serie-A"">Match Report",0.54,0.46,0.77,0.75,0.2,0.17,0.0,0.33,10.0,11.0,36.0,711.0,19.0,17.0,25.0,20.0,2.0,9.0,34.0,63.0,17.0,4.0,15.0,617.0,18.0,23.0,25.0,40.0,0.0,15.0,17.0,61.0,-1,0,1,0,3,0.538125,0.53,0.8162499999999999,0.8333333333333334,0.40375,0.49333333333333335,0.811875,0.8033333333333333,14.5,14.0,6.875,7.666666666666667,25.5,26.666666666666668,658.4375,634.0,16.9375,17.666666666666668,16.5625,12.0,20.6875,18.0,14.375,16.0,1.875,1.6666666666666667,6.9375,5.333333333333333,24.375,23.666666666666668,54.9375,48.333333333333336,0.505,0.6166666666666667,0.8052777777777778,0.8533333333333334,0.36888888888888893,0.24666666666666667,0.6333333333333333,0.8099999999999999,15.833333333333334,18.0,4.972222222222222,6.0,15.38888888888889,18.0,632.7777777777778,715.0,16.47222222222222,14.333333333333334,14.444444444444445,13.0,15.75,18.0,25.52777777777778,26.333333333333332,2.4166666666666665,1.6666666666666667,9.055555555555555,5.333333333333333,20.916666666666668,18.333333333333332,55.22222222222222,49.666666666666664,13.0,3.0,7.0,3.0,3.0,3.0,0,3,15.0
697,731,731,Santos,1–1,Botafogo (RJ),Heber Roberto Lopes,1,1,"https://fbref.com/en/matches/daf72d25/Santos-Botafogo-RJ-November-21-2018-Serie-A"">Match Report",0.51,0.49,0.85,0.84,0.32,0.2,0.66,0.83,19.0,9.0,24.0,640.0,14.0,14.0,14.0,16.0,0.0,4.0,19.0,44.0,16.0,5.0,17.0,631.0,13.0,18.0,14.0,29.0,1.0,6.0,16.0,37.0,0,0,0,1,1,0.5391428571428571,0.59,0.8465714285714284,0.8066666666666666,0.35314285714285715,0.2866666666666667,0.8111428571428572,0.8866666666666667,13.571428571428571,16.333333333333332,7.085714285714285,7.333333333333333,25.142857142857142,27.0,674.7142857142857,666.3333333333334,15.857142857142858,14.333333333333334,14.457142857142857,16.0,14.628571428571428,23.666666666666668,20.34285714285714,12.666666666666666,2.2,2.6666666666666665,7.857142857142857,5.666666666666667,22.65714285714286,37.666666666666664,45.65714285714286,46.333333333333336,0.4512903225806452,0.39999999999999997,0.762258064516129,0.7466666666666667,0.3061290322580646,0.49333333333333335,0.6929032258064517,0.57,15.516129032258064,20.333333333333332,3.774193548387097,2.6666666666666665,17.451612903225808,11.333333333333334,566.9677419354839,496.3333333333333,17.35483870967742,19.0,15.612903225806452,11.333333333333334,16.741935483870968,18.333333333333332,27.161290322580644,30.666666666666668,1.1935483870967742,1.3333333333333333,10.483870967741936,13.666666666666666,22.129032258064516,21.333333333333332,58.83870967741935,62.0,10.0,6.0,6.0,6.0,0.0,3.0,2,2,14.0
698,732,732,Palmeiras,4–0,América (MG),Paulo Roberto Alves Júnior,4,0,"https://fbref.com/en/matches/e16031c4/Palmeiras-America-MG-November-21-2018-Serie-A"">Match Report",0.49,0.51,0.79,0.76,0.38,1.0,1.0,0.55,13.0,9.0,26.0,556.0,19.0,19.0,23.0,23.0,3.0,2.0,21.0,50.0,20.0,2.0,16.0,543.0,11.0,10.0,21.0,26.0,0.0,14.0,20.0,48.0,4,1,0,3,0,0.546875,0.42,0.8049999999999999,0.7633333333333333,0.340625,0.4000000000000001,0.750625,0.77,16.96875,20.0,6.65625,4.333333333333333,24.59375,13.0,638.0,481.3333333333333,18.09375,17.333333333333332,13.25,7.0,18.0,18.0,21.09375,23.333333333333332,1.75,1.0,5.90625,8.333333333333334,23.90625,20.333333333333332,52.34375,54.333333333333336,0.45294117647058824,0.5133333333333333,0.7894117647058824,0.8433333333333333,0.3594117647058824,0.32666666666666666,0.7147058823529412,0.7833333333333333,15.294117647058824,19.666666666666668,3.4705882352941178,3.6666666666666665,13.647058823529411,17.0,586.9411764705883,624.6666666666666,15.823529411764707,16.0,14.882352941176471,10.0,17.705882352941178,17.333333333333332,24.470588235294116,27.333333333333332,1.4705882352941178,1.6666666666666667,8.705882352941176,6.666666666666667,23.88235294117647,21.666666666666668,55.94117647058823,50.333333333333336,15.0,2.0,9.0,1.0,3.0,0.0,1,4,11.0
699,733,733,Atl Paranaense,1–0,Corinthians,Marcelo de Lima Henrique,1,0,"https://fbref.com/en/matches/aedf0fd7/Atletico-Paranaense-Corinthians-November-21-2018-Serie-A"">Match Report",0.5,0.5,0.83,0.83,0.41,0.1,1.0,0.85,18.0,8.0,27.0,613.0,8.0,17.0,18.0,24.0,1.0,5.0,18.0,51.0,14.0,5.0,21.0,613.0,15.0,11.0,25.0,24.0,0.0,11.0,15.0,67.0,1,1,0,3,0,0.5588888888888888,0.6133333333333333,0.8502777777777777,0.8733333333333334,0.40361111111111114,0.37333333333333335,0.6936111111111111,0.9166666666666666,13.972222222222221,15.666666666666666,5.944444444444445,6.333333333333333,23.444444444444443,26.666666666666668,686.4444444444445,690.0,11.38888888888889,9.0,11.222222222222221,9.666666666666666,15.972222222222221,16.666666666666668,18.194444444444443,13.666666666666666,1.9166666666666667,0.3333333333333333,8.11111111111111,5.666666666666667,23.88888888888889,16.0,61.25,60.666666666666664,0.535,0.5666666666666667,0.8335294117647059,0.8266666666666667,0.38,0.4533333333333333,0.7594117647058823,0.82,13.823529411764707,16.0,4.382352941176471,6.0,17.029411764705884,23.0,648.0588235294117,671.3333333333334,15.5,13.333333333333334,11.529411764705882,12.333333333333334,15.676470588235293,22.333333333333332,24.823529411764707,21.666666666666668,1.6764705882352942,1.0,10.147058823529411,10.0,21.529411764705884,25.666666666666668,53.94117647058823,64.0,15.0,2.0,9.0,1.0,3.0,0.0,1,1,13.0
700,734,734,Flamengo,2–0,Grêmio,Braulio da Silva Machado,2,0,"https://fbref.com/en/matches/c753f724/Flamengo-Gremio-November-21-2018-Serie-A"">Match Report",0.43,0.57,0.82,0.85,0.39,0.31,0.8,0.57,17.0,9.0,23.0,567.0,21.0,11.0,17.0,18.0,0.0,10.0,11.0,37.0,14.0,4.0,13.0,714.0,16.0,9.0,21.0,20.0,0.0,6.0,21.0,61.0,2,1,0,3,0,0.5744117647058823,0.5933333333333334,0.841764705882353,0.83,0.34205882352941175,0.25333333333333335,0.7752941176470589,0.8866666666666667,15.941176470588236,19.0,7.0,9.666666666666666,25.235294117647058,26.666666666666668,669.6470588235294,638.6666666666666,19.441176470588236,18.333333333333332,13.0,10.666666666666666,16.058823529411764,20.0,17.294117647058822,13.0,1.7647058823529411,0.0,7.205882352941177,5.666666666666667,20.147058823529413,18.0,48.76470588235294,42.0,0.4887878787878789,0.4466666666666666,0.8103030303030303,0.7999999999999999,0.44030303030303036,0.45,0.7666666666666668,0.7200000000000001,14.212121212121213,11.0,3.909090909090909,3.3333333333333335,12.727272727272727,7.333333333333333,639.6969696969697,591.3333333333334,16.272727272727273,16.333333333333332,13.727272727272727,12.666666666666666,14.93939393939394,16.666666666666668,27.09090909090909,31.333333333333332,1.606060606060606,2.0,9.696969696969697,11.666666666666666,19.03030303030303,17.666666666666668,55.24242424242424,63.666666666666664,13.0,8.0,7.0,5.0,3.0,1.0,1,2,13.0
701,735,735,Cruzeiro,3–0,Vitória,Leandro Bizzio Marinho,3,0,"https://fbref.com/en/matches/0664ed94/Cruzeiro-Vitoria-November-21-2018-Serie-A"">Match Report",0.53,0.47,0.87,0.88,0.54,0.06,1.0,0.71,18.0,6.0,16.0,622.0,13.0,7.0,6.0,17.0,2.0,12.0,13.0,39.0,15.0,8.0,16.0,575.0,12.0,11.0,9.0,18.0,4.0,6.0,13.0,37.0,3,1,0,3,0,0.5358823529411765,0.5433333333333333,0.8364705882352942,0.85,0.34647058823529414,0.37666666666666665,0.6958823529411764,0.7766666666666667,13.676470588235293,9.333333333333334,6.264705882352941,6.666666666666667,24.705882352941178,20.0,668.6764705882352,690.0,16.735294117647058,10.666666666666666,11.941176470588236,9.333333333333334,16.352941176470587,17.0,18.235294117647058,24.0,1.7352941176470589,1.3333333333333333,7.176470588235294,8.0,21.41176470588235,21.0,47.73529411764706,49.0,0.44833333333333336,0.4766666666666666,0.7597222222222222,0.7433333333333333,0.33972222222222226,0.3333333333333333,0.6825,0.6666666666666666,18.5,18.666666666666668,3.9444444444444446,5.333333333333333,15.527777777777779,24.333333333333332,554.5277777777778,556.3333333333334,15.194444444444445,18.333333333333332,16.13888888888889,11.0,17.5,18.0,26.47222222222222,36.666666666666664,1.4166666666666667,1.6666666666666667,8.833333333333334,10.333333333333334,21.52777777777778,25.666666666666668,59.19444444444444,53.333333333333336,10.0,5.0,6.0,5.0,3.0,1.0,1,3,14.0
702,736,736,Vasco da Gama,2–0,São Paulo,Anderson Daronco,2,0,"https://fbref.com/en/matches/f196fc77/Vasco-da-Gama-Sao-Paulo-November-22-2018-Serie-A"">Match Report",0.35,0.65,0.73,0.85,0.25,0.2,1.0,0.0,19.0,3.0,12.0,434.0,15.0,19.0,16.0,34.0,1.0,7.0,27.0,51.0,22.0,7.0,27.0,615.0,8.0,7.0,18.0,13.0,2.0,6.0,19.0,39.0,2,1,0,3,0,0.5134285714285713,0.5,0.8114285714285715,0.84,0.3437142857142857,0.42333333333333334,0.6425714285714287,0.82,15.714285714285714,14.666666666666666,5.6571428571428575,7.0,23.114285714285714,20.666666666666668,614.7714285714286,615.6666666666666,16.457142857142856,16.0,13.342857142857143,10.0,14.771428571428572,11.333333333333334,20.742857142857144,29.0,1.3714285714285714,0.6666666666666666,7.257142857142857,7.0,21.685714285714287,15.333333333333334,54.25714285714286,56.666666666666664,0.5200000000000001,0.45,0.8091666666666666,0.77,0.318611111111111,0.24666666666666667,0.7458333333333333,0.7666666666666666,14.527777777777779,21.666666666666668,4.916666666666667,4.0,20.416666666666668,15.0,624.25,511.0,16.583333333333332,13.0,13.972222222222221,9.666666666666666,18.22222222222222,25.666666666666668,24.333333333333332,29.666666666666668,1.5555555555555556,1.6666666666666667,8.333333333333334,8.666666666666666,22.47222222222222,20.0,48.75,53.666666666666664,9.0,6.0,5.0,4.0,1.0,1.0,1,2,10.0
703,737,737,Bahia,2–0,Fluminense,Flavio Rodrigues De Souza,2,0,"https://fbref.com/en/matches/e7289ed6/Bahia-Fluminense-November-22-2018-Serie-A"">Match Report",0.55,0.45,0.81,0.77,0.54,0.17,1.0,0.71,23.0,3.0,17.0,628.0,14.0,16.0,29.0,12.0,1.0,4.0,18.0,55.0,9.0,1.0,10.0,573.0,18.0,17.0,11.0,21.0,2.0,8.0,17.0,65.0,2,1,0,3,0,0.5191176470588236,0.6333333333333333,0.8108823529411764,0.8433333333333333,0.3702941176470589,0.4166666666666667,0.685,0.8866666666666667,16.058823529411764,10.333333333333334,6.411764705882353,9.0,25.41176470588235,33.0,630.2352941176471,705.6666666666666,17.294117647058822,18.333333333333332,14.323529411764707,13.0,18.0,18.333333333333332,18.323529411764707,11.666666666666666,1.5294117647058822,1.3333333333333333,6.088235294117647,4.333333333333333,20.823529411764707,22.666666666666668,47.76470588235294,49.0,0.4765714285714286,0.44,0.7937142857142856,0.7566666666666667,0.34914285714285714,0.30333333333333334,0.6382857142857142,0.5,15.571428571428571,18.666666666666668,4.371428571428571,3.0,16.4,15.666666666666666,575.1714285714286,518.3333333333334,14.714285714285714,17.333333333333332,13.514285714285714,12.333333333333334,15.0,16.666666666666668,27.057142857142857,24.333333333333332,1.3142857142857143,1.3333333333333333,10.0,7.333333333333333,19.0,20.0,56.82857142857143,49.0,11.0,3.0,9.0,0.0,3.0,0.0,1,2,4.0
