0,1,2,3,4,5,6,7,8,9,10,11
"[('12', 'Fouls', '9')]","[('8', 'Corners', '4')]","[('24', 'Crosses', '13')]","[('633', 'Touches', '634')]","[('9', 'Tackles', '10')]","[('11', 'Interceptions', '5')]","[('7', 'Aerials Won', '11')]","[('13', 'Clearances', '21')]","[('1', 'Offsides', '2')]","[('11', 'Goal Kicks', '9')]","[('14', 'Throw Ins', '15')]","[('32', 'Long Balls', '48')]"
"[('21', 'Fouls', '12')]","[('9', 'Corners', '6')]","[('23', 'Crosses', '22')]","[('538', 'Touches', '640')]","[('13', 'Tackles', '14')]","[('8', 'Interceptions', '9')]","[('10', 'Aerials Won', '12')]","[('19', 'Clearances', '21')]","[('3', 'Offsides', '3')]","[('8', 'Goal Kicks', '5')]","[('27', 'Throw Ins', '23')]","[('62', 'Long Balls', '61')]"
"[('14', 'Fouls', '15')]","[('5', 'Corners', '8')]","[('14', 'Crosses', '17')]","[('532', 'Touches', '554')]","[('21', 'Tackles', '15')]","[('7', 'Interceptions', '10')]","[('22', 'Aerials Won', '24')]","[('16', 'Clearances', '12')]","[('0', 'Offsides', '2')]","[('9', 'Goal Kicks', '9')]","[('19', 'Throw Ins', '26')]","[('40', 'Long Balls', '54')]"
"[('13', 'Fouls', '18')]","[('8', 'Corners', '3')]","[('19', 'Crosses', '14')]","[('748', 'Touches', '499')]","[('11', 'Tackles', '20')]","[('13', 'Interceptions', '15')]","[('16', 'Aerials Won', '12')]","[('11', 'Clearances', '20')]","[('5', 'Offsides', '0')]","[('7', 'Goal Kicks', '9')]","[('17', 'Throw Ins', '20')]","[('57', 'Long Balls', '57')]"
"[('18', 'Fouls', '8')]","[('5', 'Corners', '4')]","[('27', 'Crosses', '14')]","[('630', 'Touches', '665')]","[('12', 'Tackles', '15')]","[('13', 'Interceptions', '15')]","[('19', 'Aerials Won', '14')]","[('10', 'Clearances', '28')]","[('0', 'Offsides', '2')]","[('7', 'Goal Kicks', '4')]","[('19', 'Throw Ins', '27')]","[('58', 'Long Balls', '55')]"
"[('9', 'Fouls', '20')]","[('3', 'Corners', '7')]","[('14', 'Crosses', '23')]","[('465', 'Touches', '585')]","[('9', 'Tackles', '15')]","[('5', 'Interceptions', '7')]","[('22', 'Aerials Won', '18')]","[('15', 'Clearances', '19')]","[('2', 'Offsides', '2')]","[('13', 'Goal Kicks', '8')]","[('18', 'Throw Ins', '23')]","[('63', 'Long Balls', '41')]"
"[('14', 'Fouls', '15')]","[('6', 'Corners', '6')]","[('20', 'Crosses', '20')]","[('661', 'Touches', '590')]","[('21', 'Tackles', '12')]","[('9', 'Interceptions', '12')]","[('15', 'Aerials Won', '10')]","[('15', 'Clearances', '14')]","[('3', 'Offsides', '0')]","[('10', 'Goal Kicks', '10')]","[('23', 'Throw Ins', '16')]","[('61', 'Long Balls', '57')]"
"[('11', 'Fouls', '15')]","[('3', 'Corners', '8')]","[('15', 'Crosses', '32')]","[('636', 'Touches', '691')]","[('19', 'Tackles', '10')]","[('11', 'Interceptions', '11')]","[('11', 'Aerials Won', '20')]","[('24', 'Clearances', '9')]","[('1', 'Offsides', '2')]","[('9', 'Goal Kicks', '4')]","[('24', 'Throw Ins', '29')]","[('59', 'Long Balls', '45')]"
"[('20', 'Fouls', '11')]","[('9', 'Corners', '4')]","[('26', 'Crosses', '20')]","[('640', 'Touches', '605')]","[('13', 'Tackles', '10')]","[('22', 'Interceptions', '17')]","[('13', 'Aerials Won', '6')]","[('7', 'Clearances', '23')]","[('0', 'Offsides', '0')]","[('5', 'Goal Kicks', '8')]","[('21', 'Throw Ins', '23')]","[('54', 'Long Balls', '44')]"
"[('16', 'Fouls', '12')]","[('7', 'Corners', '5')]","[('31', 'Crosses', '23')]","[('588', 'Touches', '548')]","[('8', 'Tackles', '11')]","[('14', 'Interceptions', '12')]","[('16', 'Aerials Won', '12')]","[('16', 'Clearances', '19')]","[('2', 'Offsides', '0')]","[('7', 'Goal Kicks', '14')]","[('17', 'Throw Ins', '20')]","[('41', 'Long Balls', '59')]"
"[('16', 'Fouls', '19')]","[('5', 'Corners', '4')]","[('17', 'Crosses', '19')]","[('573', 'Touches', '697')]","[('10', 'Tackles', '10')]","[('8', 'Interceptions', '10')]","[('15', 'Aerials Won', '13')]","[('22', 'Clearances', '9')]","[('0', 'Offsides', '3')]","[('6', 'Goal Kicks', '3')]","[('17', 'Throw Ins', '18')]","[('54', 'Long Balls', '51')]"
"[('14', 'Fouls', '16')]","[('5', 'Corners', '5')]","[('16', 'Crosses', '14')]","[('553', 'Touches', '594')]","[('12', 'Tackles', '13')]","[('14', 'Interceptions', '11')]","[('16', 'Aerials Won', '16')]","[('12', 'Clearances', '13')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '7')]","[('23', 'Throw Ins', '15')]","[('61', 'Long Balls', '67')]"
"[('20', 'Fouls', '22')]","[('7', 'Corners', '4')]","[('22', 'Crosses', '15')]","[('572', 'Touches', '551')]","[('15', 'Tackles', '15')]","[('9', 'Interceptions', '11')]","[('21', 'Aerials Won', '20')]","[('13', 'Clearances', '31')]","[('0', 'Offsides', '1')]","[('6', 'Goal Kicks', '10')]","[('18', 'Throw Ins', '14')]","[('49', 'Long Balls', '49')]"
"[('15', 'Fouls', '13')]","[('11', 'Corners', '0')]","[('39', 'Crosses', '4')]","[('696', 'Touches', '548')]","[('14', 'Tackles', '17')]","[('17', 'Interceptions', '16')]","[('19', 'Aerials Won', '25')]","[('3', 'Clearances', '34')]","[('2', 'Offsides', '0')]","[('4', 'Goal Kicks', '7')]","[('32', 'Throw Ins', '18')]","[('51', 'Long Balls', '60')]"
"[('24', 'Fouls', '10')]","[('6', 'Corners', '3')]","[('23', 'Crosses', '15')]","[('674', 'Touches', '501')]","[('16', 'Tackles', '14')]","[('11', 'Interceptions', '11')]","[('7', 'Aerials Won', '1')]","[('12', 'Clearances', '14')]","[('4', 'Offsides', '2')]","[('4', 'Goal Kicks', '13')]","[('17', 'Throw Ins', '16')]","[('47', 'Long Balls', '60')]"
"[('14', 'Fouls', '16')]","[('8', 'Corners', '6')]","[('21', 'Crosses', '16')]","[('738', 'Touches', '485')]","[('8', 'Tackles', '9')]","[('10', 'Interceptions', '16')]","[('16', 'Aerials Won', '8')]","[('12', 'Clearances', '20')]","[('1', 'Offsides', '1')]","[('8', 'Goal Kicks', '9')]","[('15', 'Throw Ins', '12')]","[('57', 'Long Balls', '47')]"
"[('19', 'Fouls', '15')]","[('5', 'Corners', '4')]","[('22', 'Crosses', '20')]","[('494', 'Touches', '636')]","[('10', 'Tackles', '12')]","[('12', 'Interceptions', '10')]","[('15', 'Aerials Won', '12')]","[('13', 'Clearances', '18')]","[('0', 'Offsides', '4')]","[('9', 'Goal Kicks', '13')]","[('17', 'Throw Ins', '20')]","[('50', 'Long Balls', '57')]"
"[('11', 'Fouls', '12')]","[('3', 'Corners', '3')]","[('25', 'Crosses', '14')]","[('738', 'Touches', '523')]","[('10', 'Tackles', '10')]","[('16', 'Interceptions', '20')]","[('6', 'Aerials Won', '13')]","[('12', 'Clearances', '23')]","[('2', 'Offsides', '2')]","[('10', 'Goal Kicks', '13')]","[('20', 'Throw Ins', '16')]","[('71', 'Long Balls', '62')]"
"[('19', 'Fouls', '12')]","[('2', 'Corners', '4')]","[('15', 'Crosses', '13')]","[('550', 'Touches', '637')]","[('9', 'Tackles', '8')]","[('12', 'Interceptions', '8')]","[('7', 'Aerials Won', '13')]","[('13', 'Clearances', '12')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '14')]","[('16', 'Throw Ins', '18')]","[('42', 'Long Balls', '72')]"
"[('26', 'Fouls', '18')]","[('3', 'Corners', '4')]","[('22', 'Crosses', '24')]","[('580', 'Touches', '589')]","[('18', 'Tackles', '14')]","[('14', 'Interceptions', '14')]","[('20', 'Aerials Won', '17')]","[('17', 'Clearances', '30')]","[('0', 'Offsides', '0')]","[('12', 'Goal Kicks', '3')]","[('18', 'Throw Ins', '18')]","[('46', 'Long Balls', '45')]"
"[('17', 'Fouls', '18')]","[('7', 'Corners', '11')]","[('30', 'Crosses', '23')]","[('602', 'Touches', '553')]","[('12', 'Tackles', '15')]","[('14', 'Interceptions', '21')]","[('29', 'Aerials Won', '15')]","[('20', 'Clearances', '25')]","[('0', 'Offsides', '2')]","[('9', 'Goal Kicks', '15')]","[('23', 'Throw Ins', '26')]","[('63', 'Long Balls', '55')]"
"[('12', 'Fouls', '12')]","[('9', 'Corners', '4')]","[('42', 'Crosses', '10')]","[('788', 'Touches', '482')]","[('18', 'Tackles', '17')]","[('16', 'Interceptions', '13')]","[('23', 'Aerials Won', '14')]","[('7', 'Clearances', '32')]","[('1', 'Offsides', '4')]","[('4', 'Goal Kicks', '16')]","[('26', 'Throw Ins', '14')]","[('61', 'Long Balls', '61')]"
"[('18', 'Fouls', '21')]","[('7', 'Corners', '2')]","[('28', 'Crosses', '8')]","[('581', 'Touches', '469')]","[('14', 'Tackles', '15')]","[('12', 'Interceptions', '9')]","[('17', 'Aerials Won', '21')]","[('11', 'Clearances', '20')]","[('1', 'Offsides', '2')]","[('9', 'Goal Kicks', '11')]","[('19', 'Throw Ins', '31')]","[('55', 'Long Balls', '62')]"
"[('18', 'Fouls', '14')]","[('8', 'Corners', '2')]","[('25', 'Crosses', '19')]","[('708', 'Touches', '522')]","[('7', 'Tackles', '12')]","[('10', 'Interceptions', '11')]","[('10', 'Aerials Won', '9')]","[('13', 'Clearances', '23')]","[('2', 'Offsides', '1')]","[('11', 'Goal Kicks', '9')]","[('22', 'Throw Ins', '27')]","[('78', 'Long Balls', '52')]"
"[('16', 'Fouls', '17')]","[('4', 'Corners', '3')]","[('19', 'Crosses', '12')]","[('731', 'Touches', '566')]","[('19', 'Tackles', '21')]","[('21', 'Interceptions', '17')]","[('24', 'Aerials Won', '17')]","[('16', 'Clearances', '15')]","[('2', 'Offsides', '2')]","[('9', 'Goal Kicks', '3')]","[('14', 'Throw Ins', '20')]","[('57', 'Long Balls', '58')]"
"[('24', 'Fouls', '15')]","[('2', 'Corners', '7')]","[('12', 'Crosses', '13')]","[('697', 'Touches', '481')]","[('17', 'Tackles', '20')]","[('6', 'Interceptions', '13')]","[('14', 'Aerials Won', '10')]","[('13', 'Clearances', '9')]","[('1', 'Offsides', '2')]","[('12', 'Goal Kicks', '9')]","[('13', 'Throw Ins', '16')]","[('35', 'Long Balls', '53')]"
"[('13', 'Fouls', '13')]","[('8', 'Corners', '6')]","[('29', 'Crosses', '16')]","[('674', 'Touches', '646')]","[('13', 'Tackles', '18')]","[('18', 'Interceptions', '25')]","[('11', 'Aerials Won', '7')]","[('8', 'Clearances', '20')]","[('1', 'Offsides', '0')]","[('4', 'Goal Kicks', '18')]","[('31', 'Throw Ins', '27')]","[('67', 'Long Balls', '64')]"
"[('14', 'Fouls', '14')]","[('2', 'Corners', '8')]","[('6', 'Crosses', '37')]","[('466', 'Touches', '744')]","[('12', 'Tackles', '17')]","[('8', 'Interceptions', '12')]","[('14', 'Aerials Won', '15')]","[('24', 'Clearances', '5')]","[('1', 'Offsides', '1')]","[('13', 'Goal Kicks', '4')]","[('12', 'Throw Ins', '28')]","[('55', 'Long Balls', '46')]"
"[('22', 'Fouls', '12')]","[('5', 'Corners', '8')]","[('18', 'Crosses', '23')]","[('464', 'Touches', '681')]","[('12', 'Tackles', '9')]","[('22', 'Interceptions', '13')]","[('21', 'Aerials Won', '15')]","[('22', 'Clearances', '19')]","[('1', 'Offsides', '1')]","[('10', 'Goal Kicks', '9')]","[('19', 'Throw Ins', '37')]","[('54', 'Long Balls', '64')]"
"[('15', 'Fouls', '17')]","[('6', 'Corners', '3')]","[('19', 'Crosses', '14')]","[('656', 'Touches', '543')]","[('12', 'Tackles', '21')]","[('11', 'Interceptions', '14')]","[('11', 'Aerials Won', '13')]","[('19', 'Clearances', '20')]","[('0', 'Offsides', '2')]","[('8', 'Goal Kicks', '10')]","[('23', 'Throw Ins', '18')]","[('43', 'Long Balls', '60')]"
"[('17', 'Fouls', '19')]","[('4', 'Corners', '2')]","[('15', 'Crosses', '12')]","[('667', 'Touches', '479')]","[('15', 'Tackles', '18')]","[('13', 'Interceptions', '6')]","[('12', 'Aerials Won', '22')]","[('14', 'Clearances', '19')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '7')]","[('21', 'Throw Ins', '21')]","[('43', 'Long Balls', '41')]"
"[('14', 'Fouls', '18')]","[('3', 'Corners', '7')]","[('7', 'Crosses', '29')]","[('537', 'Touches', '653')]","[('16', 'Tackles', '17')]","[('5', 'Interceptions', '10')]","[('16', 'Aerials Won', '17')]","[('25', 'Clearances', '10')]","[('0', 'Offsides', '1')]","[('5', 'Goal Kicks', '5')]","[('12', 'Throw Ins', '17')]","[('51', 'Long Balls', '44')]"
"[('19', 'Fouls', '13')]","[('6', 'Corners', '9')]","[('18', 'Crosses', '26')]","[('638', 'Touches', '557')]","[('16', 'Tackles', '19')]","[('9', 'Interceptions', '11')]","[('15', 'Aerials Won', '12')]","[('27', 'Clearances', '17')]","[('2', 'Offsides', '3')]","[('8', 'Goal Kicks', '2')]","[('12', 'Throw Ins', '20')]","[('55', 'Long Balls', '34')]"
"[('13', 'Fouls', '12')]","[('3', 'Corners', '4')]","[('9', 'Crosses', '15')]","[('776', 'Touches', '643')]","[('20', 'Tackles', '15')]","[('17', 'Interceptions', '18')]","[('14', 'Aerials Won', '10')]","[('14', 'Clearances', '12')]","[('1', 'Offsides', '0')]","[('5', 'Goal Kicks', '6')]","[('23', 'Throw Ins', '25')]","[('44', 'Long Balls', '31')]"
"[('22', 'Fouls', '25')]","[('7', 'Corners', '3')]","[('29', 'Crosses', '14')]","[('513', 'Touches', '602')]","[('16', 'Tackles', '11')]","[('13', 'Interceptions', '11')]","[('18', 'Aerials Won', '25')]","[('19', 'Clearances', '21')]","[('2', 'Offsides', '2')]","[('4', 'Goal Kicks', '9')]","[('25', 'Throw Ins', '27')]","[('66', 'Long Balls', '65')]"
"[('21', 'Fouls', '13')]","[('2', 'Corners', '7')]","[('3', 'Crosses', '29')]","[('444', 'Touches', '819')]","[('18', 'Tackles', '15')]","[('14', 'Interceptions', '12')]","[('13', 'Aerials Won', '13')]","[('22', 'Clearances', '1')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '7')]","[('16', 'Throw Ins', '24')]","[('70', 'Long Balls', '65')]"
"[('17', 'Fouls', '13')]","[('9', 'Corners', '1')]","[('29', 'Crosses', '6')]","[('612', 'Touches', '578')]","[('16', 'Tackles', '12')]","[('13', 'Interceptions', '15')]","[('16', 'Aerials Won', '18')]","[('10', 'Clearances', '23')]","[('4', 'Offsides', '0')]","[('3', 'Goal Kicks', '14')]","[('28', 'Throw Ins', '30')]","[('44', 'Long Balls', '64')]"
"[('14', 'Fouls', '21')]","[('4', 'Corners', '2')]","[('36', 'Crosses', '17')]","[('768', 'Touches', '567')]","[('15', 'Tackles', '18')]","[('13', 'Interceptions', '19')]","[('12', 'Aerials Won', '7')]","[('11', 'Clearances', '38')]","[('2', 'Offsides', '1')]","[('7', 'Goal Kicks', '3')]","[('24', 'Throw Ins', '22')]","[('40', 'Long Balls', '56')]"
"[('8', 'Fouls', '14')]","[('3', 'Corners', '4')]","[('14', 'Crosses', '15')]","[('908', 'Touches', '615')]","[('9', 'Tackles', '14')]","[('10', 'Interceptions', '15')]","[('21', 'Aerials Won', '13')]","[('16', 'Clearances', '10')]","[('1', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('16', 'Throw Ins', '17')]","[('47', 'Long Balls', '44')]"
"[('15', 'Fouls', '8')]","[('3', 'Corners', '5')]","[('19', 'Crosses', '20')]","[('624', 'Touches', '625')]","[('16', 'Tackles', '19')]","[('17', 'Interceptions', '7')]","[('15', 'Aerials Won', '15')]","[('19', 'Clearances', '9')]","[('3', 'Offsides', '3')]","[('9', 'Goal Kicks', '6')]","[('20', 'Throw Ins', '20')]","[('71', 'Long Balls', '44')]"
"[('16', 'Fouls', '18')]","[('7', 'Corners', '3')]","[('19', 'Crosses', '19')]","[('621', 'Touches', '456')]","[('9', 'Tackles', '13')]","[('9', 'Interceptions', '15')]","[('17', 'Aerials Won', '15')]","[('14', 'Clearances', '21')]","[('2', 'Offsides', '0')]","[('6', 'Goal Kicks', '6')]","[('28', 'Throw Ins', '19')]","[('72', 'Long Balls', '49')]"
"[('16', 'Fouls', '13')]","[('5', 'Corners', '9')]","[('12', 'Crosses', '27')]","[('613', 'Touches', '538')]","[('13', 'Tackles', '12')]","[('13', 'Interceptions', '7')]","[('14', 'Aerials Won', '9')]","[('26', 'Clearances', '8')]","[('1', 'Offsides', '0')]","[('7', 'Goal Kicks', '6')]","[('13', 'Throw Ins', '24')]","[('37', 'Long Balls', '45')]"
"[('20', 'Fouls', '15')]","[('1', 'Corners', '4')]","[('25', 'Crosses', '13')]","[('670', 'Touches', '490')]","[('8', 'Tackles', '22')]","[('9', 'Interceptions', '9')]","[('16', 'Aerials Won', '15')]","[('15', 'Clearances', '14')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '15')]","[('23', 'Throw Ins', '16')]","[('55', 'Long Balls', '67')]"
"[('18', 'Fouls', '15')]","[('7', 'Corners', '5')]","[('40', 'Crosses', '10')]","[('675', 'Touches', '531')]","[('13', 'Tackles', '15')]","[('10', 'Interceptions', '12')]","[('10', 'Aerials Won', '25')]","[('11', 'Clearances', '29')]","[('3', 'Offsides', '2')]","[('2', 'Goal Kicks', '10')]","[('29', 'Throw Ins', '11')]","[('44', 'Long Balls', '57')]"
"[('17', 'Fouls', '16')]","[('10', 'Corners', '5')]","[('39', 'Crosses', '17')]","[('626', 'Touches', '464')]","[('15', 'Tackles', '14')]","[('12', 'Interceptions', '23')]","[('16', 'Aerials Won', '16')]","[('15', 'Clearances', '34')]","[('1', 'Offsides', '2')]","[('5', 'Goal Kicks', '10')]","[('21', 'Throw Ins', '20')]","[('43', 'Long Balls', '45')]"
"[('15', 'Fouls', '18')]","[('5', 'Corners', '8')]","[('27', 'Crosses', '21')]","[('483', 'Touches', '684')]","[('12', 'Tackles', '13')]","[('11', 'Interceptions', '4')]","[('12', 'Aerials Won', '12')]","[('28', 'Clearances', '22')]","[('2', 'Offsides', '2')]","[('10', 'Goal Kicks', '5')]","[('7', 'Throw Ins', '22')]","[('54', 'Long Balls', '24')]"
"[('6', 'Fouls', '15')]","[('7', 'Corners', '4')]","[('28', 'Crosses', '12')]","[('522', 'Touches', '756')]","[('19', 'Tackles', '12')]","[('22', 'Interceptions', '18')]","[('23', 'Aerials Won', '19')]","[('22', 'Clearances', '17')]","[('2', 'Offsides', '2')]","[('8', 'Goal Kicks', '13')]","[('20', 'Throw Ins', '24')]","[('55', 'Long Balls', '81')]"
"[('13', 'Fouls', '19')]","[('6', 'Corners', '4')]","[('17', 'Crosses', '13')]","[('619', 'Touches', '587')]","[('14', 'Tackles', '18')]","[('9', 'Interceptions', '17')]","[('12', 'Aerials Won', '19')]","[('13', 'Clearances', '13')]","[('1', 'Offsides', '1')]","[('6', 'Goal Kicks', '9')]","[('17', 'Throw Ins', '15')]","[('63', 'Long Balls', '48')]"
"[('11', 'Fouls', '13')]","[('4', 'Corners', '7')]","[('16', 'Crosses', '23')]","[('489', 'Touches', '806')]","[('17', 'Tackles', '11')]","[('17', 'Interceptions', '19')]","[('9', 'Aerials Won', '8')]","[('18', 'Clearances', '18')]","[('0', 'Offsides', '1')]","[('11', 'Goal Kicks', '7')]","[('17', 'Throw Ins', '17')]","[('55', 'Long Balls', '55')]"
"[('18', 'Fouls', '23')]","[('12', 'Corners', '5')]","[('43', 'Crosses', '14')]","[('644', 'Touches', '503')]","[('17', 'Tackles', '11')]","[('16', 'Interceptions', '19')]","[('17', 'Aerials Won', '8')]","[('10', 'Clearances', '40')]","[('3', 'Offsides', '4')]","[('6', 'Goal Kicks', '14')]","[('24', 'Throw Ins', '18')]","[('63', 'Long Balls', '72')]"
"[('15', 'Fouls', '12')]","[('1', 'Corners', '6')]","[('14', 'Crosses', '30')]","[('611', 'Touches', '834')]","[('20', 'Tackles', '13')]","[('11', 'Interceptions', '11')]","[('4', 'Aerials Won', '9')]","[('17', 'Clearances', '8')]","[('1', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('10', 'Throw Ins', '21')]","[('58', 'Long Balls', '47')]"
"[('10', 'Fouls', '11')]","[('3', 'Corners', '7')]","[('22', 'Crosses', '13')]","[('508', 'Touches', '597')]","[('20', 'Tackles', '10')]","[('9', 'Interceptions', '11')]","[('17', 'Aerials Won', '18')]","[('25', 'Clearances', '21')]","[('3', 'Offsides', '1')]","[('9', 'Goal Kicks', '8')]","[('30', 'Throw Ins', '22')]","[('45', 'Long Balls', '56')]"
"[('16', 'Fouls', '14')]","[('6', 'Corners', '6')]","[('37', 'Crosses', '17')]","[('754', 'Touches', '472')]","[('17', 'Tackles', '13')]","[('13', 'Interceptions', '12')]","[('8', 'Aerials Won', '6')]","[('11', 'Clearances', '43')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '4')]","[('19', 'Throw Ins', '14')]","[('54', 'Long Balls', '56')]"
"[('23', 'Fouls', '11')]","[('5', 'Corners', '9')]","[('22', 'Crosses', '23')]","[('598', 'Touches', '635')]","[('19', 'Tackles', '14')]","[('11', 'Interceptions', '11')]","[('17', 'Aerials Won', '16')]","[('17', 'Clearances', '18')]","[('5', 'Offsides', '5')]","[('5', 'Goal Kicks', '10')]","[('21', 'Throw Ins', '25')]","[('56', 'Long Balls', '61')]"
"[('16', 'Fouls', '11')]","[('6', 'Corners', '0')]","[('17', 'Crosses', '13')]","[('690', 'Touches', '557')]","[('16', 'Tackles', '15')]","[('22', 'Interceptions', '16')]","[('14', 'Aerials Won', '9')]","[('16', 'Clearances', '16')]","[('3', 'Offsides', '0')]","[('8', 'Goal Kicks', '13')]","[('15', 'Throw Ins', '25')]","[('66', 'Long Balls', '44')]"
"[('11', 'Fouls', '9')]","[('9', 'Corners', '1')]","[('29', 'Crosses', '11')]","[('611', 'Touches', '616')]","[('19', 'Tackles', '7')]","[('11', 'Interceptions', '5')]","[('8', 'Aerials Won', '10')]","[('9', 'Clearances', '25')]","[('2', 'Offsides', '0')]","[('8', 'Goal Kicks', '12')]","[('26', 'Throw Ins', '22')]","[('52', 'Long Balls', '51')]"
"[('13', 'Fouls', '12')]","[('7', 'Corners', '7')]","[('19', 'Crosses', '26')]","[('531', 'Touches', '626')]","[('23', 'Tackles', '10')]","[('11', 'Interceptions', '19')]","[('7', 'Aerials Won', '14')]","[('24', 'Clearances', '11')]","[('2', 'Offsides', '3')]","[('10', 'Goal Kicks', '7')]","[('17', 'Throw Ins', '21')]","[('58', 'Long Balls', '63')]"
"[('8', 'Fouls', '16')]","[('4', 'Corners', '5')]","[('22', 'Crosses', '14')]","[('708', 'Touches', '508')]","[('10', 'Tackles', '7')]","[('20', 'Interceptions', '23')]","[('8', 'Aerials Won', '13')]","[('10', 'Clearances', '22')]","[('2', 'Offsides', '1')]","[('8', 'Goal Kicks', '7')]","[('32', 'Throw Ins', '25')]","[('34', 'Long Balls', '80')]"
"[('14', 'Fouls', '17')]","[('2', 'Corners', '8')]","[('17', 'Crosses', '27')]","[('532', 'Touches', '617')]","[('12', 'Tackles', '17')]","[('23', 'Interceptions', '21')]","[('13', 'Aerials Won', '17')]","[('23', 'Clearances', '17')]","[('7', 'Offsides', '1')]","[('9', 'Goal Kicks', '4')]","[('26', 'Throw Ins', '31')]","[('59', 'Long Balls', '56')]"
