,HT,Score,AT,attendance,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves
485,Bahia,3–3,Botafogo (RJ),"12,478",Leandro Bizzio Marinho,3,3,"https://fbref.com/en/matches/efa5d4f5/Bahia-Botafogo-RJ-June-10-2018-Serie-A"">Match Report",59%,41%,83%,74%,43%,42%,40%,66%
486,Ceará,2–2,Palmeiras,"32,732",Jean Pierre Goncalves Lima,2,2,"https://fbref.com/en/matches/6d580a8b/Ceara-Palmeiras-June-10-2018-Serie-A"">Match Report",43%,57%,79%,83%,35%,33%,33%,66%
487,Santos,1–2,Internacional,"8,124",Wagner do Nascimento Magalhaes,1,2,"https://fbref.com/en/matches/d6985de1/Santos-Internacional-June-10-2018-Serie-A"">Match Report",61%,39%,86%,82%,25%,29%,50%,50%
488,Flamengo,2–0,Paraná,"59,488",Marcelo Aparecido Ribeiro De Souza,2,0,"https://fbref.com/en/matches/df46a31f/Flamengo-Parana-June-10-2018-Serie-A"">Match Report",63%,37%,91%,86%,50%,0%,%,60%
489,São Paulo,3–0,Vitória,"20,456",Igor Junior Benevenuto,3,0,"https://fbref.com/en/matches/77bf7299/Sao-Paulo-Vitoria-June-12-2018-Serie-A"">Match Report",56%,44%,83%,81%,36%,56%,100%,40%
490,América (MG),0–0,Chapecoense,"4,894",Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/91011345/America-MG-Chapecoense-June-13-2018-Serie-A"">Match Report",50%,50%,85%,82%,25%,20%,100%,100%
491,Fluminense,0–1,Santos,"7,438",Rafael Traci,0,1,"https://fbref.com/en/matches/deb76929/Fluminense-Santos-June-13-2018-Serie-A"">Match Report",49%,52%,88%,89%,8%,33%,50%,100%
492,Sport Recife,0–0,Grêmio,"14,430",Ricardo Marques Ribeiro,0,0,"https://fbref.com/en/matches/82ebd4b4/Sport-Recife-Gremio-June-13-2018-Serie-A"">Match Report",52%,48%,84%,81%,11%,60%,100%,100%
493,Paraná,1–1,Cruzeiro,"5,131",Dewson Fernando Freitas da Silva,1,1,"https://fbref.com/en/matches/d90d6a50/Parana-Cruzeiro-June-13-2018-Serie-A"">Match Report",44%,56%,80%,83%,14%,40%,75%,0%
494,Botafogo (RJ),2–0,Atl Paranaense,"10,965",Rodrigo Batista Raposo,2,0,"https://fbref.com/en/matches/440b3794/Botafogo-RJ-Atletico-Paranaense-June-13-2018-Serie-A"">Match Report",37%,63%,82%,89%,36%,15%,100%,75%
495,Palmeiras,1–1,Flamengo,"36,882",Braulio da Silva Machado,1,1,"https://fbref.com/en/matches/87cc6a25/Palmeiras-Flamengo-June-13-2018-Serie-A"">Match Report",46%,55%,79%,85%,33%,62%,75%,80%
496,Atlético Mineiro,2–1,Ceará,"22,119",Vinicius Furlan,2,1,"https://fbref.com/en/matches/c9a8611c/Atletico-Mineiro-Ceara-June-13-2018-Serie-A"">Match Report",68%,32%,88%,82%,30%,14%,0%,42%
497,Bahia,1–0,Corinthians,"15,041",Leandro Pedro Vuaden,1,0,"https://fbref.com/en/matches/8c9b2b8a/Bahia-Corinthians-June-13-2018-Serie-A"">Match Report",40%,60%,78%,85%,36%,18%,100%,87%
498,Internacional,3–1,Vasco da Gama,"19,733",Raphael Claus,3,1,"https://fbref.com/en/matches/cd7234b2/Internacional-Vasco-da-Gama-June-13-2018-Serie-A"">Match Report",54%,46%,84%,76%,43%,60%,83%,50%
499,Ceará,1–0,Sport Recife,"15,197",Grazianni Maciel Rocha,1,0,"https://fbref.com/en/matches/fe76df74/Ceara-Sport-Recife-July-18-2018-Serie-A"">Match Report",34%,66%,79%,87%,18%,36%,100%,66%
500,Vitória,1–0,Paraná,"6,358",Savio Pereira,1,0,"https://fbref.com/en/matches/32477f70/Vitoria-Parana-July-18-2018-Serie-A"">Match Report",52%,48%,82%,77%,38%,14%,100%,80%
501,Grêmio,2–0,Atlético Mineiro,"20,311",Flavio Rodrigues De Souza,2,0,"https://fbref.com/en/matches/082bec88/Gremio-Atletico-Mineiro-July-18-2018-Serie-A"">Match Report",60%,40%,89%,84%,26%,25%,100%,33%
502,Corinthians,2–0,Botafogo (RJ),"19,830",Rodrigo D'Alonso Ferreira,2,0,"https://fbref.com/en/matches/338440de/Corinthians-Botafogo-RJ-July-18-2018-Serie-A"">Match Report",49%,51%,83%,82%,38%,33%,100%,33%
503,Flamengo,0–1,São Paulo,"55,986",Paulo Roberto Alves Júnior,0,1,"https://fbref.com/en/matches/563cd069/Flamengo-Sao-Paulo-July-18-2018-Serie-A"">Match Report",71%,29%,87%,72%,20%,13%,50%,100%
504,Chapecoense,1–1,Bahia,"7,534",Rodolpho Toski Marques,1,1,"https://fbref.com/en/matches/bded399b/Chapecoense-Bahia-July-19-2018-Serie-A"">Match Report",50%,50%,80%,85%,60%,45%,80%,66%
505,Cruzeiro,3–1,América (MG),"17,956",Raphael Claus,3,1,"https://fbref.com/en/matches/4e328b43/Cruzeiro-America-MG-July-19-2018-Serie-A"">Match Report",53%,47%,86%,84%,38%,25%,50%,66%
506,Vasco da Gama,1–1,Fluminense,"11,901",Marcelo Aparecido Ribeiro De Souza,1,1,"https://fbref.com/en/matches/8d2d9876/Vasco-da-Gama-Fluminense-July-19-2018-Serie-A"">Match Report",54%,46%,79%,80%,25%,36%,80%,75%
507,Santos,1–1,Palmeiras,"26,417",Dewson Fernando Freitas da Silva,1,1,"https://fbref.com/en/matches/6bdf2b14/Santos-Palmeiras-July-19-2018-Serie-A"">Match Report",50%,51%,86%,84%,25%,54%,71%,75%
508,Atl Paranaense,2–2,Internacional,"8,184",Ricardo Marques Ribeiro,2,2,"https://fbref.com/en/matches/0674cddc/Atletico-Paranaense-Internacional-July-19-2018-Serie-A"">Match Report",53%,47%,85%,83%,30%,29%,50%,66%
509,Flamengo,2–0,Botafogo (RJ),"42,182",Luiz Flávio de Oliveira,2,0,"https://fbref.com/en/matches/5794e2c5/Flamengo-Botafogo-RJ-July-21-2018-Serie-A"">Match Report",57%,43%,81%,77%,44%,22%,100%,50%
510,São Paulo,3–1,Corinthians,"58,624",Marcelo de Lima Henrique,3,1,"https://fbref.com/en/matches/99c8f705/Classico-Majestoso-Sao-Paulo-Corinthians-July-21-2018-Serie-A"">Match Report",46%,54%,81%,83%,44%,25%,66%,50%
511,Bahia,4–1,Vitória,"24,312",Wagner do Nascimento Magalhaes,4,1,"https://fbref.com/en/matches/a442001e/Bahia-Vitoria-July-22-2018-Serie-A"">Match Report",54%,46%,80%,75%,50%,40%,75%,42%
512,Palmeiras,3–2,Atlético Mineiro,"29,246",Péricles Bassols Pegado Cortez,3,2,"https://fbref.com/en/matches/8752a5a1/Palmeiras-Atletico-Mineiro-July-22-2018-Serie-A"">Match Report",44%,56%,80%,83%,40%,50%,71%,25%
513,Paraná,1–0,América (MG),"3,217",Anderson Daronco,1,0,"https://fbref.com/en/matches/d285478a/Parana-America-MG-July-22-2018-Serie-A"">Match Report",38%,62%,73%,78%,46%,20%,100%,83%
514,Vasco da Gama,1–0,Grêmio,"8,242",Igor Junior Benevenuto,1,0,"https://fbref.com/en/matches/3b5b4580/Vasco-da-Gama-Gremio-July-22-2018-Serie-A"">Match Report",34%,66%,69%,85%,44%,29%,100%,75%
515,Sport Recife,1–2,Fluminense,"11,119",Braulio da Silva Machado,1,2,"https://fbref.com/en/matches/492fca0e/Sport-Recife-Fluminense-July-22-2018-Serie-A"">Match Report",56%,44%,80%,76%,29%,33%,60%,80%
516,Chapecoense,0–0,Santos,"7,100",Wagner Reway,0,0,"https://fbref.com/en/matches/9d5a0acd/Chapecoense-Santos-July-22-2018-Serie-A"">Match Report",51%,49%,83%,84%,18%,7%,100%,100%
517,Cruzeiro,2–1,Atl Paranaense,"15,023",Jean Pierre Goncalves Lima,2,1,"https://fbref.com/en/matches/9f4b6bba/Cruzeiro-Atletico-Paranaense-July-22-2018-Serie-A"">Match Report",59%,41%,88%,80%,44%,29%,50%,75%
518,Internacional,1–0,Ceará,"21,013",Bruno Arleu de Araujo,1,0,"https://fbref.com/en/matches/821de103/Internacional-Ceara-July-23-2018-Serie-A"">Match Report",60%,41%,88%,78%,50%,44%,100%,80%
519,Fluminense,1–0,Palmeiras,"22,827",Rodrigo D'Alonso Ferreira,1,0,"https://fbref.com/en/matches/b7bd506e/Fluminense-Palmeiras-July-25-2018-Serie-A"">Match Report",38%,62%,71%,83%,22%,23%,100%,50%
520,Atlético Mineiro,2–0,Paraná,"18,948",Leandro Pedro Vuaden,2,0,"https://fbref.com/en/matches/82854a80/Atletico-Mineiro-Parana-July-25-2018-Serie-A"">Match Report",58%,42%,85%,83%,67%,38%,100%,50%
521,Santos,1–1,Flamengo,"11,843",Jailson Macêdo Freitas,1,1,"https://fbref.com/en/matches/51abd022/Santos-Flamengo-July-25-2018-Serie-A"">Match Report",44%,56%,83%,87%,15%,31%,75%,50%
522,Corinthians,2–0,Cruzeiro,"21,031",Paulo Roberto Alves Júnior,2,0,"https://fbref.com/en/matches/5a9323da/Corinthians-Cruzeiro-July-25-2018-Serie-A"">Match Report",46%,54%,85%,86%,42%,36%,80%,40%
523,Vitória,1–0,Sport Recife,"5,706",Vinicius Gonçalves Dias Araujo,1,0,"https://fbref.com/en/matches/ee05e937/Vitoria-Sport-Recife-July-26-2018-Serie-A"">Match Report",50%,50%,80%,77%,27%,33%,100%,75%
524,Grêmio,2–1,São Paulo,"19,865",Grazianni Maciel Rocha,2,1,"https://fbref.com/en/matches/3f3a35d8/Gremio-Sao-Paulo-July-26-2018-Serie-A"">Match Report",65%,35%,84%,74%,25%,63%,60%,33%
525,Botafogo (RJ),1–0,Chapecoense,"7,602",Savio Pereira,1,0,"https://fbref.com/en/matches/18993a5d/Botafogo-RJ-Chapecoense-July-26-2018-Serie-A"">Match Report",43%,57%,81%,81%,55%,10%,100%,83%
526,América (MG),2–1,Internacional,"4,625",Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/da18b3e7/America-MG-Internacional-July-26-2018-Serie-A"">Match Report",43%,57%,78%,86%,67%,38%,80%,50%
527,Ceará,1–0,Fluminense,"11,119",Leandro Bizzio Marinho,1,0,"https://fbref.com/en/matches/5ee479a8/Ceara-Fluminense-July-28-2018-Serie-A"">Match Report",37%,63%,72%,83%,13%,27%,66%,50%
528,Palmeiras,3–0,Paraná,"35,776",Wagner Reway,3,0,"https://fbref.com/en/matches/0a29359a/Palmeiras-Parana-July-29-2018-Serie-A"">Match Report",52%,48%,86%,80%,50%,22%,100%,75%
529,Vasco da Gama,1–4,Corinthians,"33,516",Dewson Fernando Freitas da Silva,1,4,"https://fbref.com/en/matches/2ff6123e/Vasco-da-Gama-Corinthians-July-29-2018-Serie-A"">Match Report",52%,48%,82%,84%,33%,50%,20%,75%
530,Flamengo,4–1,Sport Recife,"58,817",Marcelo Aparecido Ribeiro De Souza,4,1,"https://fbref.com/en/matches/58fe29ad/Flamengo-Sport-Recife-July-29-2018-Serie-A"">Match Report",58%,43%,92%,84%,41%,11%,0%,55%
531,Atl Paranaense,4–0,Vitória,"8,697",Anderson Daronco,4,0,"https://fbref.com/en/matches/192ed232/Atletico-Paranaense-Vitoria-July-29-2018-Serie-A"">Match Report",49%,51%,83%,86%,50%,43%,100%,33%
532,Cruzeiro,0–2,São Paulo,"26,671",Wagner do Nascimento Magalhaes,0,2,"https://fbref.com/en/matches/5de62f05/Cruzeiro-Sao-Paulo-July-29-2018-Serie-A"">Match Report",58%,42%,82%,75%,21%,44%,50%,100%
533,Internacional,3–0,Botafogo (RJ),"26,608",Igor Junior Benevenuto,3,0,"https://fbref.com/en/matches/08044103/Internacional-Botafogo-RJ-July-29-2018-Serie-A"">Match Report",53%,47%,79%,80%,60%,33%,100%,66%
534,Santos,0–1,América (MG),"8,691",Rafael Traci,0,1,"https://fbref.com/en/matches/3abf1cb5/Santos-America-MG-July-29-2018-Serie-A"">Match Report",73%,27%,91%,63%,14%,50%,0%,100%
535,Chapecoense,1–1,Grêmio,"14,382",Rodrigo Carvalhaes de Miranda,1,1,"https://fbref.com/en/matches/39703ba1/Chapecoense-Gremio-July-29-2018-Serie-A"">Match Report",58%,42%,78%,71%,13%,50%,75%,50%
536,Bahia,2–2,Atlético Mineiro,"15,993",Wilton Sampaio,2,2,"https://fbref.com/en/matches/a79b0eaf/Bahia-Atletico-Mineiro-July-30-2018-Serie-A"">Match Report",57%,43%,86%,80%,32%,40%,50%,71%
537,Botafogo (RJ),0–0,Santos,"6,940",Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/5094618a/Botafogo-RJ-Santos-August-4-2018-Serie-A"">Match Report",47%,54%,78%,80%,13%,33%,100%,100%
538,Grêmio,2–0,Flamengo,"14,649",Rafael Traci,2,0,"https://fbref.com/en/matches/2f99f632/Gremio-Flamengo-August-4-2018-Serie-A"">Match Report",34%,66%,78%,87%,40%,13%,100%,50%
539,Corinthians,0–0,Atl Paranaense,"28,455",Péricles Bassols Pegado Cortez,0,0,"https://fbref.com/en/matches/33db3e32/Corinthians-Atletico-Paranaense-August-4-2018-Serie-A"">Match Report",57%,43%,87%,80%,40%,25%,100%,100%
540,Vitória,1–1,Cruzeiro,"7,193",Eduardo Tomaz De Aquino Valadão,1,1,"https://fbref.com/en/matches/2a36c182/Vitoria-Cruzeiro-August-5-2018-Serie-A"">Match Report",49%,51%,81%,75%,31%,36%,50%,80%
541,Paraná,0–1,Ceará,"8,639",Grazianni Maciel Rocha,0,1,"https://fbref.com/en/matches/7b89113e/Parana-Ceara-August-5-2018-Serie-A"">Match Report",67%,33%,81%,67%,33%,20%,0%,100%
542,São Paulo,2–1,Vasco da Gama,"53,437",Braulio da Silva Machado,2,1,"https://fbref.com/en/matches/33f0018e/Sao-Paulo-Vasco-da-Gama-August-5-2018-Serie-A"">Match Report",41%,59%,71%,81%,33%,44%,50%,50%
543,América (MG),0–0,Palmeiras,"8,077",André Luiz de Freitas Castro,0,0,"https://fbref.com/en/matches/f20ef66e/America-MG-Palmeiras-August-5-2018-Serie-A"">Match Report",51%,49%,85%,87%,50%,33%,80%,100%
544,Fluminense,1–1,Bahia,"16,548",Luiz Flávio de Oliveira,1,1,"https://fbref.com/en/matches/c4dba342/Fluminense-Bahia-August-5-2018-Serie-A"">Match Report",47%,53%,80%,79%,20%,20%,50%,50%
545,Sport Recife,1–1,Chapecoense,"6,787",Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/3a83f723/Sport-Recife-Chapecoense-August-5-2018-Serie-A"">Match Report",63%,38%,82%,69%,20%,44%,50%,75%
546,Atlético Mineiro,0–1,Internacional,"22,035",Jailson Macêdo Freitas,0,1,"https://fbref.com/en/matches/d0580971/Atletico-Mineiro-Internacional-August-6-2018-Serie-A"">Match Report",64%,36%,82%,75%,25%,50%,75%,100%
547,Ceará,1–1,Santos,"18,047",Marcelo de Lima Henrique,1,1,"https://fbref.com/en/matches/362113c7/Ceara-Santos-August-8-2018-Serie-A"">Match Report",50%,50%,78%,77%,32%,38%,66%,100%
548,Ceará,0–0,Atl Paranaense,"14,772",Luiz Flávio de Oliveira,0,0,"https://fbref.com/en/matches/beece6d2/Ceara-Atletico-Paranaense-August-11-2018-Serie-A"">Match Report",46%,54%,80%,83%,29%,14%,100%,100%
549,Bahia,1–0,América (MG),"19,100",Péricles Bassols Pegado Cortez,1,0,"https://fbref.com/en/matches/e4c52e5e/Bahia-America-MG-August-11-2018-Serie-A"">Match Report",49%,52%,82%,83%,29%,33%,100%,83%
550,Atlético Mineiro,3–1,Santos,"22,062",Rodrigo D'Alonso Ferreira,3,1,"https://fbref.com/en/matches/e3953e34/Atletico-Mineiro-Santos-August-12-2018-Serie-A"">Match Report",48%,52%,81%,84%,43%,33%,66%,50%
551,Paraná,1–1,Botafogo (RJ),"4,831",Raphael Claus,1,1,"https://fbref.com/en/matches/32b6f4dd/Parana-Botafogo-RJ-August-12-2018-Serie-A"">Match Report",52%,48%,84%,83%,14%,27%,75%,50%
552,Flamengo,1–0,Cruzeiro,"55,273",Dewson Fernando Freitas da Silva,1,0,"https://fbref.com/en/matches/1708c417/Flamengo-Cruzeiro-August-12-2018-Serie-A"">Match Report",51%,49%,84%,83%,44%,33%,66%,75%
553,Chapecoense,2–1,Corinthians,"10,070",Grazianni Maciel Rocha,2,1,"https://fbref.com/en/matches/d45342b6/Chapecoense-Corinthians-August-12-2018-Serie-A"">Match Report",42%,58%,75%,83%,31%,38%,80%,50%
554,Sport Recife,1–3,São Paulo,"16,050",Anderson Daronco,1,3,"https://fbref.com/en/matches/f65d2e52/Sport-Recife-Sao-Paulo-August-12-2018-Serie-A"">Match Report",45%,55%,88%,87%,47%,29%,40%,85%
555,Palmeiras,1–0,Vasco da Gama,"30,012",Wilton Sampaio,1,0,"https://fbref.com/en/matches/43837a44/Palmeiras-Vasco-da-Gama-August-12-2018-Serie-A"">Match Report",56%,44%,81%,74%,45%,14%,100%,60%
556,Grêmio,4–0,Vitória,"16,146",Bruno Arleu de Araujo,4,0,"https://fbref.com/en/matches/ed17dda3/Gremio-Vitoria-August-12-2018-Serie-A"">Match Report",53%,47%,85%,85%,57%,25%,100%,50%
557,Fluminense,0–3,Internacional,"14,640",Savio Pereira,0,3,"https://fbref.com/en/matches/3a1af272/Fluminense-Internacional-August-13-2018-Serie-A"">Match Report",59%,41%,85%,76%,32%,54%,57%,100%
558,Santos,3–0,Sport Recife,"17,047",Dewson Fernando Freitas da Silva,3,0,"https://fbref.com/en/matches/b164d2b2/Santos-Sport-Recife-August-18-2018-Serie-A"">Match Report",53%,47%,83%,84%,55%,33%,100%,50%
559,Corinthians,0–1,Grêmio,"32,583",Wagner Reway,0,1,"https://fbref.com/en/matches/b952cdc8/Corinthians-Gremio-August-18-2018-Serie-A"">Match Report",58%,42%,86%,81%,33%,75%,88%,100%
560,Atl Paranaense,3–0,Flamengo,"20,146",Igor Junior Benevenuto,3,0,"https://fbref.com/en/matches/c467b0e1/Atletico-Paranaense-Flamengo-August-19-2018-Serie-A"">Match Report",33%,67%,81%,90%,57%,40%,100%,62%
561,Internacional,1–0,Paraná,"40,894",Leandro Bizzio Marinho,1,0,"https://fbref.com/en/matches/e7f201fa/Internacional-Parana-August-19-2018-Serie-A"">Match Report",75%,25%,87%,61%,35%,22%,100%,83%
562,Cruzeiro,1–1,Bahia,"28,807",Bruno Arleu de Araujo,1,1,"https://fbref.com/en/matches/90523c48/Cruzeiro-Bahia-August-19-2018-Serie-A"">Match Report",54%,46%,84%,83%,20%,11%,0%,50%
563,Botafogo (RJ),0–3,Atlético Mineiro,"8,470",Marcelo Aparecido Ribeiro De Souza,0,3,"https://fbref.com/en/matches/837ecaec/Botafogo-RJ-Atletico-Mineiro-August-19-2018-Serie-A"">Match Report",46%,54%,80%,81%,31%,40%,62%,100%
564,Vitória,0–3,Palmeiras,"8,822",Rodrigo Batista Raposo,0,3,"https://fbref.com/en/matches/6688e8b7/Vitoria-Palmeiras-August-19-2018-Serie-A"">Match Report",53%,47%,81%,77%,22%,46%,66%,100%
565,São Paulo,2–0,Chapecoense,"41,075",Rafael Traci,2,0,"https://fbref.com/en/matches/86ab1de8/Sao-Paulo-Chapecoense-August-19-2018-Serie-A"">Match Report",39%,61%,76%,84%,50%,29%,100%,66%
566,América (MG),0–0,Fluminense,"4,851",Caio Max Augusto Vieira,0,0,"https://fbref.com/en/matches/7d6f86c8/America-MG-Fluminense-August-19-2018-Serie-A"">Match Report",53%,47%,85%,84%,10%,36%,100%,100%
567,Vasco da Gama,1–1,Ceará,"15,539",Vinicius Gonçalves Dias Araujo,1,1,"https://fbref.com/en/matches/d359848f/Vasco-da-Gama-Ceara-August-20-2018-Serie-A"">Match Report",58%,42%,82%,81%,38%,17%,50%,66%
568,Paraná,1–1,São Paulo,"7,635",Péricles Bassols Pegado Cortez,1,1,"https://fbref.com/en/matches/c81fecb6/Parana-Sao-Paulo-August-22-2018-Serie-A"">Match Report",46%,54%,73%,77%,13%,29%,75%,100%
569,Bahia,0–1,Internacional,"18,671",Rodrigo D'Alonso Ferreira,0,1,"https://fbref.com/en/matches/2562b2cf/Bahia-Internacional-August-22-2018-Serie-A"">Match Report",61%,39%,85%,74%,11%,36%,80%,100%
570,Palmeiras,2–0,Botafogo (RJ),"24,882",Anderson Daronco,2,0,"https://fbref.com/en/matches/a33ed946/Palmeiras-Botafogo-RJ-August-22-2018-Serie-A"">Match Report",69%,31%,82%,64%,27%,40%,100%,66%
571,Sport Recife,0–2,América (MG),"16,425",Jailson Macêdo Freitas,0,2,"https://fbref.com/en/matches/84efcc4b/Sport-Recife-America-MG-August-22-2018-Serie-A"">Match Report",53%,47%,81%,75%,40%,50%,33%,100%
572,Grêmio,1–1,Cruzeiro,"12,773",Marcelo de Lima Henrique,1,1,"https://fbref.com/en/matches/24a46a50/Gremio-Cruzeiro-August-22-2018-Serie-A"">Match Report",67%,33%,90%,82%,60%,71%,80%,83%
573,Fluminense,1–0,Corinthians,"8,444",Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/c1b341d9/Fluminense-Corinthians-August-22-2018-Serie-A"">Match Report",46%,54%,85%,83%,27%,25%,100%,50%
574,Flamengo,1–0,Vitória,"51,878",Wilton Sampaio,1,0,"https://fbref.com/en/matches/28767554/Flamengo-Vitoria-August-23-2018-Serie-A"">Match Report",64%,36%,89%,77%,33%,25%,100%,80%
575,Atlético Mineiro,0–0,Vasco da Gama,"22,452",Leandro Pedro Vuaden,0,0,"https://fbref.com/en/matches/efcf5769/Atletico-Mineiro-Vasco-da-Gama-August-23-2018-Serie-A"">Match Report",74%,26%,86%,67%,19%,36%,100%,100%
576,Santos,2–0,Bahia,"11,564",Heber Roberto Lopes,2,0,"https://fbref.com/en/matches/3fe81c16/Santos-Bahia-August-25-2018-Serie-A"">Match Report",49%,51%,78%,78%,60%,0%,%,33%
577,Corinthians,1–0,Paraná,"28,136",André Luiz de Freitas Castro,1,0,"https://fbref.com/en/matches/85512ac1/Corinthians-Parana-August-25-2018-Serie-A"">Match Report",61%,39%,81%,71%,44%,25%,100%,85%
578,Atl Paranaense,2–1,Grêmio,"12,188",Marcelo Aparecido Ribeiro De Souza,2,1,"https://fbref.com/en/matches/dbb75bc3/Atletico-Paranaense-Gremio-August-25-2018-Serie-A"">Match Report",56%,45%,82%,82%,31%,29%,50%,60%
579,Botafogo (RJ),2–0,Sport Recife,"6,031",Savio Pereira,2,0,"https://fbref.com/en/matches/dfb8f39f/Botafogo-RJ-Sport-Recife-August-25-2018-Serie-A"">Match Report",43%,57%,75%,75%,41%,13%,100%,71%
580,Cruzeiro,2–1,Fluminense,"14,449",Rafael Traci,2,1,"https://fbref.com/en/matches/03790734/Cruzeiro-Fluminense-August-25-2018-Serie-A"">Match Report",47%,53%,84%,85%,27%,43%,100%,66%
581,São Paulo,1–0,Ceará,"57,323",Wagner Reway,1,0,"https://fbref.com/en/matches/b3418754/Sao-Paulo-Ceara-August-26-2018-Serie-A"">Match Report",58%,42%,84%,78%,21%,38%,100%,75%
582,Internacional,0–0,Palmeiras,"40,125",Bruno Arleu de Araujo,0,0,"https://fbref.com/en/matches/b3dc6dd0/Internacional-Palmeiras-August-26-2018-Serie-A"">Match Report",57%,43%,82%,72%,29%,15%,100%,100%
583,Vitória,1–0,Atlético Mineiro,"5,954",Leandro Bizzio Marinho,1,0,"https://fbref.com/en/matches/28e1f17d/Vitoria-Atletico-Mineiro-August-26-2018-Serie-A"">Match Report",37%,63%,78%,88%,20%,24%,100%,75%
584,América (MG),2–2,Flamengo,"12,887",Jean Pierre Goncalves Lima,2,2,"https://fbref.com/en/matches/db12aa7c/America-MG-Flamengo-August-26-2018-Serie-A"">Match Report",51%,49%,83%,83%,17%,55%,66%,0%
585,Vasco da Gama,3–1,Chapecoense,"8,782",Igor Junior Benevenuto,3,1,"https://fbref.com/en/matches/257c6b0c/Vasco-da-Gama-Chapecoense-August-26-2018-Serie-A"">Match Report",49%,51%,78%,83%,40%,50%,75%,50%
586,Ceará,0–2,Bahia,"11,395",Dyorgines José Padovani Andrade,0,2,"https://fbref.com/en/matches/5e0520a9/Ceara-Bahia-August-29-2018-Serie-A"">Match Report",68%,32%,83%,68%,33%,50%,33%,100%
587,Atl Paranaense,1–0,Vasco da Gama,"11,119",Rodrigo D'Alonso Ferreira,1,0,"https://fbref.com/en/matches/02d97cd0/Atletico-Paranaense-Vasco-da-Gama-August-29-2018-Serie-A"">Match Report",55%,45%,81%,82%,27%,19%,100%,66%
588,Vitória,1–0,América (MG),"11,799",Luiz Flávio de Oliveira,1,0,"https://fbref.com/en/matches/3b6ca789/Vitoria-America-MG-September-1-2018-Serie-A"">Match Report",58%,43%,89%,80%,36%,60%,100%,87%
589,Grêmio,4–0,Botafogo (RJ),"14,852",Jailson Macêdo Freitas,4,0,"https://fbref.com/en/matches/87894119/Gremio-Botafogo-RJ-September-1-2018-Serie-A"">Match Report",56%,44%,84%,78%,44%,0%,%,50%
590,Vasco da Gama,0–3,Santos,"33,646",Braulio da Silva Machado,0,3,"https://fbref.com/en/matches/2b13e8f8/Vasco-da-Gama-Santos-September-1-2018-Serie-A"">Match Report",59%,41%,86%,78%,6%,44%,25%,100%
591,Corinthians,1–1,Atlético Mineiro,"29,371",Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/7f02f26f/Corinthians-Atletico-Mineiro-September-1-2018-Serie-A"">Match Report",56%,44%,81%,74%,14%,20%,50%,100%
592,Flamengo,0–1,Ceará,"61,277",Raphael Claus,0,1,"https://fbref.com/en/matches/e8749c1e/Flamengo-Ceara-September-2-2018-Serie-A"">Match Report",65%,35%,90%,78%,35%,44%,75%,88%
593,Sport Recife,1–0,Paraná,"13,966",Emerson De Almeida Ferreira,1,0,"https://fbref.com/en/matches/35210f90/Sport-Recife-Parana-September-2-2018-Serie-A"">Match Report",51%,49%,75%,74%,31%,20%,100%,60%
594,Atl Paranaense,2–0,Bahia,"13,433",Leandro Pedro Vuaden,2,0,"https://fbref.com/en/matches/1859b29e/Atletico-Paranaense-Bahia-September-2-2018-Serie-A"">Match Report",60%,40%,90%,78%,46%,33%,100%,63%
595,São Paulo,1–1,Fluminense,"49,348",Dewson Fernando Freitas da Silva,1,1,"https://fbref.com/en/matches/87262fb0/Sao-Paulo-Fluminense-September-2-2018-Serie-A"">Match Report",36%,64%,75%,86%,57%,0%,%,75%
